100, 442.4
110, 438.1
120, 1623.7
130, 421.8
140, 450.8
150, 1576.8
160, 1095.0
170, 988.9
180, 1066.8
190, 1157.7
200, 1211.9
210, 1345.9
220, 1377.6
230, 1493.6
240, 1601.2
250, 1683.1
260, 1729.9
270, 1765.9
280, 1800.0
290, 1827.4
300, 1836.2
310, 1855.7
320, 1874.7
330, 1879.8
340, 1890.4
350, 1896.4
