100, 121.8
110, 121.7
120, 465.9
130, 466.4
140, 454.9
150, 442.3
160, 446.5
170, 457.4
180, 236.8
190, 264.0
200, 305.2
210, 333.9
220, 372.0
230, 402.5
240, 434.8
250, 460.2
260, 479.7
270, 494.3
280, 508.6
290, 519.0
300, 525.4
310, 531.1
320, 535.0
330, 540.5
340, 542.5
350, 544.3
